            25.75000           -80.3800099001  Maybe more site info             SOUNDINGS FROM ????????? SOURCE         FM-35 TEMP                              WRF RADIOSONDE MONSOON EXP                           5.00000       774         0         0         0         0         T         F         F   -888888   -888888      20210829000000 101325.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0
 101700.00000      0      5.00000      0    301.94998      0    298.94998      0      7.00000      0    125.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0
 100000.00000      0    152.00000      0    301.14999      0    296.44998      0      9.00000      0    130.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0
  98290.00000      0    305.00000      0    299.75000      0    295.75000      0     12.00000      0    140.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0
  95000.00000      0    606.00000      0    297.14999      0    294.44998      0     13.00000      0    135.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0
  94960.00000      0    610.00000      0    297.14999      0    294.35001      0     13.00000      0    135.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0
  92800.00000      0    812.00000      0    296.35001      0    290.35001      0     12.00000      0    135.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0
  92500.00000      0    840.00000      0    296.14999      0    291.14999      0     12.00000      0    135.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0
  91710.00000      0    914.00000      0    295.75000      0    290.64999      0     12.00000      0    135.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0
  88550.00000      0   1219.00000      0    294.04999      0    288.54999      0     10.00000      0    135.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0
  85490.00000      0   1524.00000      0    292.44998      0    286.44998      0      9.00000      0    135.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0
  85000.00000      0   1574.00000      0    292.14999      0    286.14999      0     10.00000      0    135.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0
  83800.00000      0   1696.00000      0    291.35001      0    285.35001      0     10.00000      0    130.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0
  83000.00000      0   1779.00000      0    291.35001      0    281.35001      0     10.00000      0    127.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0
  82510.00000      0   1829.00000      0    291.04999      0    283.14999      0     10.00000      0    125.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0
  82100.00000      0   1872.00000      0    290.75000      0    284.75000      0     10.00000      0    126.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0
  81100.00000      0   1977.00000      0    290.75000      0    278.75000      0     11.00000      0    127.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0
  80400.00000      0   2051.00000      0    289.94998      0    281.94998      0     11.00000      0    129.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0
